Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Spring ,4/8/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1437.4,1.6%,23,160,3639,5,7166,59,1,15
Spring ,4/9/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1735,1.6%,27,159,4282,8,660,88,11,8
Spring ,4/10/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1513.6,1.6%,24,157,3808,4,3756,64,8,18
Spring ,4/11/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1319.8,1.7%,22,146,3284,5,1734,40,13,15
Spring ,4/12/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1449.4,1.3%,18,45,819,4,7166,54,1,15
Spring ,4/13/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1263.2,1.2%,16,82,1275,7,3798,75,2,12
Spring ,4/14/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1252.6,1.5%,19,80,1515,3,11385,76,12,9
Spring ,4/15/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1309.2,1.8%,23,56,1321,5,1734,36,6,8
Spring ,4/16/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1613.8,1.9%,30,78,2358,6,11674,89,12,14
Spring ,4/17/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1652.8,1.8%,30,165,4914,5,4161,50,5,14
Spring ,4/18/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1547.2,1.3%,20,116,2345,5,9305,96,8,5
Spring ,4/19/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1077.6,1.1%,11,133,1514,3,11616,85,7,11
Spring ,4/20/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1535.2,1.6%,24,160,3862,6,24215,89,12,8
Spring ,4/21/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1223.8,1.3%,16,158,2479,7,14679,72,3,11
Spring ,4/22/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1237.4,1.5%,19,75,1423,0,0,67,6,5
Spring ,4/23/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1219.4,1.5%,18,167,2955,0,0,90,8,3
Spring ,4/24/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,994.2,1.3%,13,89,1186,6,13350,85,16,18
Spring ,4/25/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1922.2,1.2%,24,57,1356,5,12714,99,3,6
Spring ,4/26/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1536.4,1.2%,19,47,904,4,8438,52,10,8
Spring ,4/27/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1440.8,1.8%,26,160,4132,5,19880,60,2,14
Spring ,4/28/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,949.6,1.7%,16,70,1120,3,9940,83,13,14
Spring ,12/3/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1523.4,1.6%,24,186,4504,5,19707,77,12,9
Spring ,12/4/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1487,2.0%,29,193,5592,1,11616,99,10,6
Spring ,12/5/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1647.4,1.5%,25,119,2913,7,10807,59,6,6
Spring ,12/6/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1395.2,1.4%,20,111,2210,4,8727,61,15,6
Spring ,12/7/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1696,1.6%,26,129,3402,4,10345,64,15,17
Spring ,12/8/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1166.6,1.7%,20,154,3024,4,10056,64,11,8
Spring ,12/9/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1141.6,1.6%,18,131,2370,1,22423,69,17,12
Spring ,12/10/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1091.4,1.7%,18,137,2476,0,0,87,4,6
Spring ,12/11/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1800,1.8%,33,99,3276,6,10749,83,5,9
Spring ,12/12/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1109,1.9%,21,108,2295,2,15546,92,14,2
Spring ,12/13/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1355.6,1.9%,26,105,2729,1,10229,73,13,6
Spring ,12/14/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1795.4,1.6%,29,87,2563,5,13292,73,16,17
Spring ,12/15/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1744.8,1.2%,22,77,1669,7,3385,78,12,8
Spring ,12/16/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1241.6,1.7%,21,150,3173,0,0,79,4,5
Spring ,12/17/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1133.4,1.1%,12,95,1184,7,10403,91,4,14
Spring ,12/18/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1050.2,1.2%,12,131,1618,5,17916,79,13,12
Spring ,12/19/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1607.6,1.0%,16,201,3260,3,24273,83,6,14
Spring ,12/20/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1060,1.5%,16,180,2900,4,8784,89,2,3
Spring ,12/21/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1245.4,1.3%,16,119,1907,5,20805,101,8,14
Spring ,12/22/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1297.4,1.7%,22,156,3507,0,0,93,16,9
Spring ,12/23/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1379.6,1.4%,20,194,3824,3,4623,72,16,8
Spring ,12/24/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1485,1.2%,18,125,2221,7,5548,51,8,11
Spring ,1/12/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1323.6,1.5%,19,181,3521,6,5664,48,17,17
Spring ,1/13/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1465.8,1.1%,16,44,702,2,13177,67,5,6
Spring ,1/14/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1410.6,1.0%,15,203,2946,3,3798,98,9,17
Spring ,1/15/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1567.2,1.4%,22,93,2069,3,12310,54,13,11
Spring ,1/16/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1735.4,1.2%,21,198,4153,2,7860,72,2,11
Spring ,1/17/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1618.8,1.6%,26,147,3793,2,3798,72,9,8
Spring ,1/18/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1279,1.2%,15,49,753,1,12483,85,6,12
Spring ,1/19/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1470,1.4%,20,75,1492,2,14217,88,13,14
Spring ,1/20/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1227,1.3%,16,101,1634,2,9478,89,16,12
Spring ,1/21/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1808.6,1.3%,23,175,4021,5,5119,59,11,11
Spring ,1/22/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1396.4,1.5%,21,90,1898,2,17338,87,3,8
Summer ,1/23/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1327.9,1.1%,15,177,2633,4,22308,83,16,18
Summer ,1/24/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,916.3,1.0%,9,182,1634,5,15893,80,9,11
Summer ,1/25/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1135.4,1.7%,19,64,1241,3,7108,96,7,5
Summer ,1/26/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1393,1.8%,25,183,4511,7,9593,67,13,11
Summer ,1/27/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,924.7,1.9%,17,74,1296,7,7629,66,22,14
Summer ,6/6/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1261.4,1.7%,22,67,1476,5,4508,45,2,18
Summer ,6/7/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1064,1.2%,13,114,1488,8,7802,75,5,17
Summer ,6/8/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,707.7,1.1%,8,151,1221,2,5201,96,21,17
Summer ,6/9/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,875.7,1.2%,11,104,1091,7,1321,92,16,9
Summer ,6/10/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1017.8,0.9%,10,68,653,3,826,83,13,3
Summer ,6/11/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1311.1,1.1%,15,44,633,5,1651,72,11,17
Summer ,6/12/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,735.7,1.0%,8,116,885,6,2477,81,17,24
Summer ,6/13/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,916.3,1.2%,11,44,486,5,6704,83,15,15
Summer ,6/14/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,916.3,1.8%,17,182,3018,4,8727,82,15,2
Summer ,6/15/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1089.9,1.3%,14,155,2132,8,24966,87,4,9
Summer ,6/16/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1225,1.4%,17,170,2855,8,2477,95,9,20
Summer ,6/17/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1263.5,1.3%,17,96,1624,6,5548,80,11,6
Summer ,6/18/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,737.8,1.3%,9,174,1644,3,9882,71,8,9
Summer ,6/19/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1280.3,1.7%,22,177,3921,4,13754,99,8,18
Summer ,6/20/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1003.1,1.1%,11,193,2167,7,7166,95,13,18
Summer ,6/21/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,877.1,1.5%,13,161,2079,3,4219,94,12,14
Summer ,6/22/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,781.2,1.3%,10,145,1522,5,10634,82,13,3
Summer ,6/23/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1061.9,1.4%,15,130,1981,5,12830,77,4,15
Summer ,6/24/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,727.3,1.6%,12,108,1262,7,25949,103,20,11
Summer ,6/25/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1005.2,1.7%,17,201,3431,7,22192,90,9,15
Summer ,6/26/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,917.7,1.5%,14,101,1407,6,26122,89,7,20
Summer ,6/27/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,884.8,1.1%,10,167,1627,5,33866,69,6,11
Summer ,6/28/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,716.8,1.2%,9,197,1721,5,23926,109,7,8
Summer ,6/29/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1256.5,1.1%,13,182,2424,3,26700,71,10,21
Summer ,6/30/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1178.8,1.3%,15,195,2963,10,29994,88,13,23
Summer ,7/1/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1022.7,1.2%,13,116,1467,3,18378,53,15,5
Summer ,7/2/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1029,1.4%,14,50,721,3,17627,54,13,17
Summer ,7/3/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1306.9,1.5%,19,105,2014,5,5895,104,14,14
Summer ,7/4/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,794.5,1.4%,11,46,532,7,17106,75,20,17
Summer ,7/5/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,706.3,1.1%,8,98,788,8,10518,65,15,8
Summer ,7/6/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1259.3,1.6%,21,137,2822,3,12888,63,16,18
Summer ,7/7/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,849.1,1.3%,11,100,1120,9,31843,67,6,15
Summer ,7/8/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1247.4,1.2%,15,121,1761,9,22597,48,4,11
Summer ,7/9/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,788.9,1.1%,9,94,838,9,6299,102,13,11
Summer ,7/10/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,985.6,1.4%,13,106,1418,3,18089,73,1,5
Summer ,7/11/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1121.4,1.8%,20,96,1926,2,15777,76,6,8
Summer ,7/12/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,851.9,1.4%,12,134,1638,8,18493,54,8,6
Summer ,7/13/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,954.8,1.5%,14,123,1768,8,8264,66,8,12
Summer ,7/14/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1150.1,1.4%,16,123,1918,8,15142,68,22,9
Summer ,12/3/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1276.8,1.3%,17,119,1970,10,19707,58,15,18
Summer ,12/4/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1262.1,1.6%,20,181,3609,2,13726,66,16,23
Summer ,12/5/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1060.5,1.5%,15,67,1034,7,27307,78,4,12
Summer ,12/6/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1036.7,1.6%,16,104,1712,7,17121,50,6,5
Summer ,12/7/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1150.8,1.1%,13,192,2495,5,28174,68,1,14
Summer ,12/8/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1166.9,1.5%,17,135,2276,1,22756,40,6,21
Summer ,12/9/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,837.2,1.5%,12,37,444,9,6646,61,9,14
Summer ,12/10/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,708.4,1.2%,8,66,554,6,19505,30,8,18
Summer ,12/11/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1099,1.8%,20,123,2453,3,8452,42,3,15
Summer ,12/12/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,791,1.1%,9,193,1739,4,6935,32,3,15
Summer ,12/13/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1320.9,1.2%,15,165,2509,7,4438,47,1,18
Summer ,12/14/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,800.1,1.1%,9,93,848,7,9969,37,2,15
Summer ,12/15/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1124.2,1.2%,13,55,722,4,4623,69,3,15
Summer ,12/16/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1344.7,1.1%,15,139,2138,1,17338,77,2,11
Summer ,12/17/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1038.8,1.3%,14,148,2065,1,33375,57,2,15
Summer ,12/18/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,800.1,1.7%,14,83,1143,7,4644,40,4,18
Summer ,12/19/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1055.6,1.1%,12,88,1050,2,17338,32,10,24
Summer ,12/20/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,811.3,1.0%,8,146,1199,9,19722,62,6,20
Summer ,12/21/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1397.2,1.7%,23,61,1431,4,26729,56,0,17
Summer ,12/22/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,989.8,1.1%,11,87,982,7,24851,35,0,18
Summer ,12/23/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,893.2,1.2%,10,122,1271,5,5924,31,2,14
Summer ,12/24/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1325.1,1.6%,21,157,3271,5,3756,78,0,9
Summer ,8/6/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,833.7,1.4%,11,100,1141,5,29474,52,0,9
Summer ,8/7/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,712.6,1.8%,12,138,1727,8,13003,38,2,23
Summer ,8/8/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,861,1.4%,12,75,912,7,16976,33,7,17
Summer ,8/9/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1134.7,1.6%,18,85,1525,5,15676,57,6,23
Summer ,8/10/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1230.6,1.1%,14,151,2086,7,10403,63,3,9
Summer ,8/11/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,933.1,1.3%,12,66,779,10,43344,65,6,12
Summer ,8/12/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1061.2,1.7%,18,154,2767,9,13870,68,2,18
Summer ,8/13/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,800.8,1.7%,14,135,1874,3,30341,63,9,23
Summer ,8/14/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1114.4,1.3%,14,183,2651,4,8669,56,7,8
Summer ,8/15/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,802.9,1.6%,13,109,1380,5,4128,58,5,17
Summer ,8/16/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,762.3,1.7%,13,153,1940,1,31641,66,5,20
Summer ,8/17/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1050.7,1.5%,15,112,1714,9,26295,53,8,12
Summer ,8/18/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1348.9,1.4%,19,76,1428,2,18493,54,4,11
Summer ,8/19/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,889.7,1.4%,12,79,957,6,28824,45,3,12
Summer ,8/20/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1037.4,1.5%,16,182,2888,2,6791,55,1,15
Summer ,8/21/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,928.9,1.0%,10,161,1557,1,34386,61,3,14
Summer ,8/22/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,938,1.2%,11,117,1259,7,22756,71,4,14
Summer ,8/23/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,963.2,1.2%,12,63,756,9,16615,25,1,14
Summer ,8/24/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,871.5,1.5%,13,97,1267,8,15604,63,7,14
Summer ,8/25/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,772.8,1.3%,10,156,1558,5,18204,38,9,9
Summer ,8/26/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,814.1,1.8%,14,143,2043,6,28607,66,5,11
Summer ,8/27/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,925.4,1.3%,12,172,2022,5,5346,63,5,15
Summer ,8/28/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,980,1.6%,15,165,2557,2,35253,66,1,11
Summer ,8/29/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,819.7,1.7%,14,121,1632,4,38937,68,10,12
Summer ,8/30/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,714,1.2%,9,130,1138,5,32869,66,5,3
Summer ,8/31/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,723.8,1.5%,11,66,710,5,13075,17,5,6
Winter,9/1/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1999,1.2%,23,214,4996,4,3406,40,10,11
Winter,9/2/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2328,1.4%,33,60,1980,7,9897,38,0,20
Winter,9/3/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1541,1.6%,25,48,1187,7,4128,75,2,21
Winter,9/4/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2108,1.7%,36,103,3751,4,33592,33,7,11
Winter,9/5/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2110,1.6%,33,172,5701,5,13581,69,6,20
Winter,9/6/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2304,1.1%,25,128,3204,1,9247,41,7,17
Winter,9/7/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1504,1.9%,28,54,1538,0,0,82,1,11
Winter,9/8/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2298,1.8%,40,155,6244,7,310,57,1,14
Winter,9/9/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2322,1.7%,39,131,5032,3,17193,67,8,14
Winter,9/10/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1329,1.4%,18,132,2430,7,14737,67,0,9
Winter,9/11/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2081,1.4%,28,185,5196,2,7730,56,2,17
Winter,9/12/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1614,1.5%,24,169,4040,3,16543,47,7,17
Winter,9/13/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1742,2.0%,34,157,5369,6,7585,49,5,9
Winter,9/14/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2119,1.6%,34,165,5635,2,8091,54,8,12
Winter,9/15/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1923,1.0%,20,78,1563,2,5129,51,3,6
Winter,9/16/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2516,2.0%,49,131,6405,2,17482,52,2,11
Winter,9/17/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2095,1.8%,38,180,6788,1,34097,64,8,20
Winter,9/18/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1681,1.7%,28,144,4102,6,2064,31,3,8
Winter,9/19/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2466,1.9%,48,72,3454,8,413,62,3,11
Winter,12/3/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2146,1.1%,24,157,3746,3,23550,78,12,9
Winter,12/4/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1832,1.4%,26,166,4322,5,11486,58,1,8
Winter,12/5/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1657,1.7%,29,113,3232,6,10908,51,10,15
Winter,12/6/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1843,1.5%,28,179,4949,8,7946,64,1,6
Winter,12/7/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1741,1.8%,30,81,2471,7,826,93,2,17
Winter,12/8/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1386,2.0%,28,49,1378,4,7224,88,10,20
Winter,12/9/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2003,1.7%,34,192,6533,2,32797,54,4,15
Winter,12/10/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2171,1.3%,28,172,4894,8,19288,71,3,18
Winter,12/11/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1959,1.9%,37,118,4358,4,22105,66,1,12
Winter,12/12/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2416,1.3%,31,154,4846,3,310,78,8,8
Winter,12/13/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1537,1.4%,21,113,2374,2,22828,69,7,9
Winter,12/14/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2131,1.4%,30,136,4101,9,10547,65,8,6
Winter,12/15/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1582,2.1%,33,114,3743,0,0,47,1,8
Winter,12/16/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2312,1.5%,35,50,1784,3,13726,78,5,6
Winter,12/17/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1982,1.8%,36,119,4328,5,20444,103,5,12
Winter,12/18/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1475,1.4%,21,195,3995,5,35109,99,1,8
Winter,12/19/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1465,1.9%,28,157,4331,3,3818,95,7,11
Winter,12/20/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1720,1.3%,23,56,1290,8,29402,93,8,17
Winter,12/21/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1390,1.9%,26,78,2042,5,8813,57,7,9
Winter,12/22/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2048,1.5%,30,75,2263,5,35903,64,4,17
Winter,12/23/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1898,1.5%,29,63,1814,5,11631,59,4,12
Winter,12/24/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2175,1.8%,40,124,4921,8,6502,90,12,15
Winter,10/12/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1455,1.7%,24,104,2523,4,310,88,10,24
Winter,10/13/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2130,1.9%,41,94,3822,7,10403,79,5,15
Winter,10/14/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1752,1.4%,24,148,3561,5,14087,40,7,18
Winter,10/15/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1515,1.3%,20,63,1256,0,0,75,7,17
Winter,10/16/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1520,1.1%,17,101,1702,7,22756,43,2,21
Winter,10/17/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2153,1.7%,37,167,6118,6,43272,50,0,20
Winter,10/18/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2282,1.7%,39,135,5218,6,4407,98,7,6
Winter,10/19/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1749,2.1%,37,43,1555,7,28535,88,12,15
Winter,10/20/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2312,1.6%,37,146,5415,6,29691,59,11,12
Winter,10/21/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1694,1.8%,31,87,2698,5,36987,92,5,15
Winter,10/22/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2254,1.7%,39,191,7400,9,27596,97,3,14
Winter,10/23/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2368,2.1%,49,177,8678,4,44066,69,10,11
Winter,10/24/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1958,2.0%,39,68,2686,8,14015,47,10,5
Winter,10/25/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1334,2.0%,26,117,3036,4,24345,64,10,17
Winter,10/26/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1984,1.4%,28,156,4433,6,16254,60,5,9
Winter,10/27/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2062,1.7%,36,45,1588,7,42838,55,11,12
Winter,10/28/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,2310,1.5%,36,178,6333,4,25067,45,4,6
Winter,10/29/2023,Mumbai,19.076,72.8777,Facebook,Desktop,Discount,1931,1.1%,21,63,1320,3,22467,38,10,18
